symbol,date,revenue,operating_profit,opm_percent,net_profit,eps
MAMATA,2025-03-31,111.04,36.67,33.02,,11.02
MAMATA,2025-06-30,38.66,3.09,7.99,,1.08
MAMATA,2025-09-30,53.37,6.62,12.4,,1.84
MAMATA,2025-12-31,67.22,8.43,12.54,,3.2
MANAKCOAT,2023-03-31,186.85,9.07,4.85,,1.18
MANAKCOAT,2023-06-30,171.7,7.48,4.36,,0.02
MANAKCOAT,2023-09-30,194.53,12.49,6.42,,0.31
MANAKCOAT,2023-12-31,190.86,12.33,6.46,,0.62
MANAKCOAT,2024-03-31,182.56,15.04,8.24,,0.68
MANAKCOAT,2024-06-30,193.78,13.2,6.81,,0.4
MANAKCOAT,2024-09-30,174.91,10.93,6.25,,0.32
MANAKCOAT,2024-12-31,205.05,14.47,7.06,,0.67
MANAKCOAT,2025-03-31,207.89,15.17,7.3,,0.63
MANAKCOAT,2025-06-30,249.8,24.47,9.8,,1.34
MANAKCOAT,2025-09-30,220.33,26.1,11.85,,1.32
MANAKCOAT,2025-12-31,186.9,15.5,8.29,,0.69
MANAKCOAT,2026-03-31,227.46,14.35,6.31,,0.51
MANAKSIA,2022-12-31,289.0,27.0,9.0,,4.74
MANAKSIA,2023-03-31,306.0,39.0,13.0,,5.75
MANAKSIA,2023-06-30,236.0,30.0,13.0,,3.36
MANAKSIA,2023-09-30,199.0,25.0,13.0,,3.53
MANAKSIA,2023-12-31,152.0,21.0,14.0,,2.49
MANAKSIA,2024-03-31,115.0,19.0,17.0,,2.16
MANAKSIA,2024-06-30,105.0,14.0,13.0,,2.6
MANAKSIA,2024-09-30,169.0,9.0,5.0,,2.23
MANAKSIA,2024-12-31,188.0,17.0,9.0,,1.95
MANAKSIA,2025-03-31,269.0,15.0,5.0,,1.76
MANAKSIA,2025-06-30,173.0,10.0,6.0,,2.29
MANAKSIA,2025-09-30,190.0,7.0,4.0,,1.68
MANAKSIA,2025-12-31,184.0,7.0,4.0,,2.22
MANALIPETC,2022-12-31,238.0,4.0,2.0,,0.18
MANALIPETC,2023-03-31,334.0,6.0,2.0,,-0.03
MANALIPETC,2023-06-30,301.0,8.0,3.0,,0.24
MANALIPETC,2023-09-30,270.0,15.0,5.0,,0.63
MANALIPETC,2023-12-31,205.0,5.0,3.0,,0.17
MANALIPETC,2024-03-31,256.0,17.0,7.0,,0.08
MANALIPETC,2024-06-30,240.0,21.0,9.0,,0.76
MANALIPETC,2024-09-30,230.0,4.0,2.0,,0.01
MANALIPETC,2024-12-31,196.0,13.0,6.0,,0.31
MANALIPETC,2025-03-31,230.0,21.0,9.0,,0.63
MANALIPETC,2025-06-30,235.0,23.0,10.0,,0.83
MANALIPETC,2025-09-30,248.0,20.0,8.0,,1.06
MANALIPETC,2025-12-31,247.0,14.0,6.0,,3.98
MANCREDIT,2013-06-30,,,,,0.48
MANCREDIT,2018-06-30,,,,,1.31
MANCREDIT,2018-09-30,,,,,-2.56
MANCREDIT,2018-12-31,,,,,2.65
MANCREDIT,2019-03-31,,,,,2.32
MANCREDIT,2019-06-30,,,,,0.68
MANCREDIT,2019-09-30,,,,,-0.14
MANCREDIT,2019-12-31,,,,,0.76
MANINFRA,2023-03-31,680.0,124.0,18.0,,2.2
MANINFRA,2023-06-30,510.0,109.0,21.0,,2.22
MANINFRA,2023-09-30,215.0,64.0,30.0,,1.88
MANINFRA,2023-12-31,242.0,103.0,42.0,,2.24
MANINFRA,2024-03-31,297.0,50.0,17.0,,1.76
MANINFRA,2024-06-30,342.0,84.0,24.0,,2.09
MANINFRA,2024-09-30,230.0,28.0,12.0,,1.2
MANINFRA,2024-12-31,242.0,61.0,25.0,,2.23
MANINFRA,2025-03-31,294.0,106.0,36.0,,2.05
MANINFRA,2025-06-30,183.0,41.0,22.0,,1.44
MANINFRA,2025-09-30,149.0,37.0,25.0,,1.37
MANINFRA,2025-12-31,153.0,33.0,21.0,,1.16
MANINFRA,2026-03-31,146.0,19.0,13.0,,1.06
MANORG,2022-12-31,129.7,8.46,6.52,,0.57
MANORG,2023-03-31,104.17,10.34,9.93,,0.67
MANORG,2023-06-30,108.91,8.85,8.13,,0.36
MANORG,2023-09-30,168.9,9.61,5.69,,0.74
MANORG,2023-12-31,110.61,9.99,9.03,,1.05
MANORG,2024-03-31,105.1,10.21,9.71,,2.86
MANORG,2024-06-30,117.99,10.87,9.21,,1.95
MANORG,2024-09-30,138.32,12.34,8.92,,2.51
MANORG,2024-12-31,123.92,15.71,12.68,,4.25
MANORG,2025-03-31,149.79,19.66,13.13,,6.0
MANORG,2025-06-30,146.55,21.61,14.75,,14.28
MANORG,2025-09-30,158.1,0.28,0.18,,3.75
MANORG,2025-12-31,164.3,19.3,11.75,,5.06
MANUGRAPH,2020-03-31,35.05,-7.79,-22.23,,-2.64
MANUGRAPH,2020-06-30,3.75,-3.8,-101.33,,-1.31
MANUGRAPH,2020-09-30,3.76,-6.23,-165.69,,-5.57
MANUGRAPH,2020-12-31,6.18,-3.51,-56.8,,-1.86
MANUGRAPH,2021-03-31,16.0,-2.13,-13.31,,-0.7
MANUGRAPH,2021-06-30,4.45,-3.61,-81.12,,-1.3
MANUGRAPH,2021-09-30,16.15,-2.9,-17.96,,-1.05
MANUGRAPH,2021-12-31,12.93,-3.59,-27.76,,-1.47
MANUGRAPH,2022-03-31,12.52,-2.71,-21.65,,-0.78
MANUGRAPH,2022-06-30,6.02,-4.35,-72.26,,-1.78
MANUGRAPH,2022-09-30,25.43,-2.74,-10.77,,-1.15
MANUGRAPH,2022-12-31,13.02,-6.66,-51.15,,-0.02
MANUGRAPH,2023-03-31,35.1,-1.27,-3.62,,-0.67
MARATHON,2022-12-31,278.0,126.0,45.0,,17.0
MARATHON,2023-03-31,170.0,41.0,24.0,,3.5
MARATHON,2023-06-30,210.0,61.0,29.0,,9.11
MARATHON,2023-09-30,129.0,48.0,37.0,,7.29
MARATHON,2023-12-31,210.0,76.0,36.0,,9.8
MARATHON,2024-03-31,155.0,47.0,30.0,,7.78
MARATHON,2024-06-30,162.0,53.0,33.0,,7.22
MARATHON,2024-09-30,146.0,42.0,29.0,,9.46
MARATHON,2024-12-31,123.0,36.0,30.0,,9.35
MARATHON,2025-03-31,149.0,41.0,28.0,,10.41
MARATHON,2025-06-30,141.0,31.0,22.0,,11.69
MARATHON,2025-09-30,117.0,42.0,36.0,,9.8
MARATHON,2025-12-31,125.0,25.0,20.0,,4.8
MARINE,2022-12-31,127.0,14.0,11.0,,0.6
MARINE,2023-03-31,143.0,11.0,8.0,,0.33
MARINE,2023-06-30,101.0,10.0,10.0,,0.28
MARINE,2023-09-30,137.0,10.0,7.0,,0.37
MARINE,2023-12-31,147.0,11.0,8.0,,0.38
MARINE,2024-03-31,237.0,20.0,9.0,,0.96
MARINE,2024-06-30,138.0,13.0,10.0,,0.54
MARINE,2024-09-30,184.0,21.0,12.0,,0.92
MARINE,2024-12-31,194.0,11.0,6.0,,0.38
MARINE,2025-03-31,251.0,22.0,9.0,,0.97
MARINE,2025-06-30,167.0,17.0,10.0,,0.84
MARINE,2025-09-30,222.0,26.0,12.0,,1.2
MARINE,2025-12-31,210.0,20.0,10.0,,0.85
MASFIN,2023-03-31,,,,,3.43
MASFIN,2023-06-30,,,,,3.47
MASFIN,2023-09-30,,,,,3.73
MASFIN,2023-12-31,,,,,3.88
MASFIN,2024-03-31,,,,,4.23
MASFIN,2024-06-30,,,,,3.95
MASFIN,2024-09-30,,,,,4.23
MASFIN,2024-12-31,,,,,4.38
MASFIN,2025-03-31,,,,,4.54
MASFIN,2025-06-30,,,,,4.71
MASFIN,2025-09-30,,,,,4.98
MASFIN,2025-12-31,,,,,5.08
MASFIN,2026-03-31,,,,,5.68
MASTERTR,2023-03-31,91.0,33.0,36.0,,1.53
MASTERTR,2023-06-30,92.0,37.0,40.0,,1.76
MASTERTR,2023-09-30,120.0,46.0,38.0,,2.14
MASTERTR,2023-12-31,124.0,53.0,42.0,,2.55
MASTERTR,2024-03-31,164.0,69.0,42.0,,3.48
MASTERTR,2024-06-30,160.0,62.0,39.0,,3.14
MASTERTR,2024-09-30,154.0,64.0,42.0,,3.28
MASTERTR,2024-12-31,148.0,64.0,43.0,,3.13
MASTERTR,2025-03-31,122.0,53.0,43.0,,2.19
MASTERTR,2025-06-30,132.0,52.0,39.0,,2.41
MASTERTR,2025-09-30,127.0,59.0,47.0,,2.55
MASTERTR,2025-12-31,137.0,61.0,45.0,,2.56
MASTERTR,2026-03-31,181.0,64.0,35.0,,2.93
MATRIMONY,2023-03-31,114.51,16.69,14.58,,5.12
MATRIMONY,2023-06-30,123.28,20.49,16.62,,6.37
MATRIMONY,2023-09-30,121.6,18.12,14.9,,5.63
MATRIMONY,2023-12-31,117.26,16.61,14.17,,4.99
MATRIMONY,2024-03-31,119.23,16.82,14.11,,5.27
MATRIMONY,2024-06-30,120.59,20.14,16.7,,6.28
MATRIMONY,2024-09-30,115.5,17.31,14.99,,5.91
MATRIMONY,2024-12-31,111.43,13.65,12.25,,4.62
MATRIMONY,2025-03-31,108.32,7.05,6.51,,3.79
MATRIMONY,2025-06-30,115.33,12.43,10.78,,3.9
MATRIMONY,2025-09-30,114.59,12.04,10.51,,3.6
MATRIMONY,2025-12-31,113.24,12.38,10.93,,3.85
MATRIMONY,2026-03-31,116.83,14.39,12.32,,4.7
MAXESTATES,2022-12-31,29.28,7.08,24.18,,
MAXESTATES,2023-03-31,23.31,7.6,32.6,,
MAXESTATES,2023-06-30,18.28,3.15,17.23,,
MAXESTATES,2023-09-30,20.49,0.57,2.78,,0.01
MAXESTATES,2023-12-31,24.17,6.27,25.94,,-0.21
MAXESTATES,2024-03-31,30.01,7.81,26.02,,-0.1
MAXESTATES,2024-06-30,40.49,15.23,37.61,,0.11
MAXESTATES,2024-09-30,40.18,8.54,21.25,,0.13
MAXESTATES,2024-12-31,40.04,11.57,28.9,,1.23
MAXESTATES,2025-03-31,39.78,9.06,22.78,,1.08
MAXESTATES,2025-06-30,51.47,13.91,27.03,,0.71
MAXESTATES,2025-09-30,48.77,10.09,20.69,,0.45
MAXESTATES,2025-12-31,49.77,2.93,5.89,,-0.07
MAXIND,2022-12-31,43.0,-3.0,-7.0,,-0.05
MAXIND,2023-03-31,56.0,1.0,2.0,,-0.82
MAXIND,2023-06-30,41.0,-12.0,-31.0,,-2.38
MAXIND,2023-09-30,49.0,-5.0,-9.0,,-0.91
MAXIND,2023-12-31,41.0,-17.0,-43.0,,-3.48
MAXIND,2024-03-31,45.0,-21.0,-46.0,,-4.2
MAXIND,2024-06-30,26.0,-28.0,-106.0,,-5.25
MAXIND,2024-09-30,43.0,-21.0,-49.0,,-4.42
MAXIND,2024-12-31,35.0,-30.0,-85.0,,-8.68
MAXIND,2025-03-31,42.0,-41.0,-98.0,,-8.88
MAXIND,2025-06-30,37.0,-28.0,-76.0,,-4.91
MAXIND,2025-09-30,45.0,-31.0,-69.0,,-6.52
MAXIND,2025-12-31,43.0,-36.0,-83.0,,-8.17
MAYURUNIQ,2022-12-31,178.0,34.0,19.0,,6.04
MAYURUNIQ,2023-03-31,193.0,35.0,18.0,,5.32
MAYURUNIQ,2023-06-30,201.0,39.0,20.0,,6.95
MAYURUNIQ,2023-09-30,203.0,43.0,21.0,,7.38
MAYURUNIQ,2023-12-31,178.0,35.0,20.0,,6.21
MAYURUNIQ,2024-03-31,221.0,41.0,19.0,,7.33
MAYURUNIQ,2024-06-30,213.0,48.0,23.0,,8.5
MAYURUNIQ,2024-09-30,208.0,43.0,21.0,,9.17
MAYURUNIQ,2024-12-31,208.0,47.0,22.0,,7.04
MAYURUNIQ,2025-03-31,251.0,53.0,21.0,,9.55
MAYURUNIQ,2025-06-30,216.0,43.0,20.0,,9.37
MAYURUNIQ,2025-09-30,240.0,50.0,21.0,,9.4
MAYURUNIQ,2025-12-31,237.0,56.0,23.0,,11.67
MCCHRLS-B,2023-03-31,2.0,-1.0,-70.0,,-8.42
MCCHRLS-B,2023-06-30,2.0,-1.0,-29.0,,-8.12
MCCHRLS-B,2023-09-30,4.0,1.0,16.0,,-9.38
MCCHRLS-B,2023-12-31,2.0,-7.0,-288.0,,-16.76
MCCHRLS-B,2024-03-31,2.0,-6.0,-244.0,,-16.26
MCCHRLS-B,2024-06-30,2.0,-7.0,-359.0,,-17.47
MCCHRLS-B,2024-09-30,3.0,-6.0,-167.0,,-18.21
MCCHRLS-B,2024-12-31,3.0,-7.0,-264.0,,-17.19
MCCHRLS-B,2025-03-31,2.0,-9.0,-471.0,,-27.87
MCCHRLS-B,2025-06-30,22.0,13.0,61.0,,-15.98
MCCHRLS-B,2025-09-30,24.0,17.0,73.0,,-12.64
MCCHRLS-B,2025-12-31,33.0,24.0,74.0,,-48.43
MCCHRLS-B,2026-03-31,32.0,24.0,76.0,,-11.71
MCLOUD,2022-12-31,133.0,34.0,25.0,,0.31
MCLOUD,2023-03-31,115.0,32.0,28.0,,0.31
MCLOUD,2023-06-30,138.0,39.0,28.0,,0.33
MCLOUD,2023-09-30,154.0,41.0,26.0,,0.38
MCLOUD,2023-12-31,131.0,51.0,39.0,,0.39
MCLOUD,2024-03-31,137.0,54.0,39.0,,0.67
MCLOUD,2024-06-30,132.0,53.0,40.0,,0.45
MCLOUD,2024-09-30,157.0,52.0,33.0,,0.42
MCLOUD,2024-12-31,151.0,56.0,37.0,,0.5
MCLOUD,2025-03-31,156.0,45.0,29.0,,0.38
MCLOUD,2025-06-30,164.0,57.0,35.0,,0.47
MCLOUD,2025-09-30,164.0,54.0,33.0,,0.48
MCLOUD,2025-12-31,164.0,53.0,32.0,,0.5
MEDIASSIST,2022-12-31,125.0,31.0,24.0,,3.13
MEDIASSIST,2023-03-31,136.0,31.0,23.0,,2.3
MEDIASSIST,2023-06-30,141.0,22.0,16.0,,2.58
MEDIASSIST,2023-12-31,166.0,34.0,20.0,,2.98
MEDIASSIST,2024-03-31,167.0,37.0,22.0,,3.58
MEDIASSIST,2024-06-30,168.0,35.0,21.0,,2.68
MEDIASSIST,2024-09-30,181.0,38.0,21.0,,2.99
MEDIASSIST,2024-12-31,186.0,40.0,21.0,,4.19
MEDIASSIST,2025-03-31,189.0,41.0,22.0,,3.05
MEDIASSIST,2025-06-30,191.0,42.0,22.0,,3.18
MEDIASSIST,2025-09-30,233.0,40.0,17.0,,1.13
MEDIASSIST,2025-12-31,240.0,45.0,19.0,,0.56
MEDIASSIST,2026-03-31,242.0,48.0,20.0,,7.16
MEDICAMEQ,2022-12-31,35.58,5.87,16.5,,2.97
MEDICAMEQ,2023-03-31,38.67,6.49,16.78,,3.07
MEDICAMEQ,2023-06-30,41.94,6.95,16.57,,3.3
MEDICAMEQ,2023-09-30,43.54,4.65,10.68,,1.19
MEDICAMEQ,2023-12-31,46.5,4.9,10.54,,1.9
MEDICAMEQ,2024-03-31,47.32,5.75,12.15,,1.68
MEDICAMEQ,2024-06-30,43.05,3.45,8.01,,1.06
MEDICAMEQ,2024-09-30,44.74,5.31,11.87,,1.15
MEDICAMEQ,2024-12-31,45.14,6.71,14.86,,2.73
MEDICAMEQ,2025-03-31,29.61,-1.61,-5.44,,1.89
MEDICAMEQ,2025-06-30,43.04,4.61,10.71,,1.59
MEDICAMEQ,2025-09-30,47.17,5.16,10.94,,1.97
MEDICAMEQ,2025-12-31,46.91,4.38,9.34,,1.61
MEGASTAR,2022-12-31,66.57,6.52,9.79,,3.24
MEGASTAR,2023-03-31,114.5,6.7,5.85,,3.97
MEGASTAR,2023-06-30,70.85,3.68,5.19,,2.08
MEGASTAR,2023-09-30,68.87,3.7,5.37,,2.03
MEGASTAR,2023-12-31,72.57,3.73,5.14,,1.36
MEGASTAR,2024-03-31,62.64,2.28,3.64,,0.75
MEGASTAR,2024-06-30,56.92,1.93,3.39,,0.38
MEGASTAR,2024-09-30,84.77,4.24,5.0,,1.3
MEGASTAR,2024-12-31,92.7,5.91,6.38,,0.4
MEGASTAR,2025-03-31,121.38,9.71,8.0,,1.16
MEGASTAR,2025-06-30,107.34,6.79,6.33,,1.41
MEGASTAR,2025-09-30,137.97,9.15,6.63,,2.11
MEGASTAR,2025-12-31,141.21,9.47,6.71,,2.71
MENNPIS,2022-12-31,63.84,11.47,17.97,,1.32
MENNPIS,2023-03-31,62.77,11.11,17.7,,1.07
MENNPIS,2023-06-30,72.35,13.23,18.29,,1.52
MENNPIS,2023-09-30,64.4,12.07,18.74,,1.4
MENNPIS,2023-12-31,59.22,9.99,16.87,,0.85
MENNPIS,2024-03-31,60.74,11.27,18.55,,1.42
MENNPIS,2024-06-30,69.4,13.2,19.02,,1.39
MENNPIS,2024-09-30,65.39,11.9,18.2,,1.32
MENNPIS,2024-12-31,63.11,10.53,16.69,,1.14
MENNPIS,2025-03-31,55.76,8.7,15.6,,0.83
MENNPIS,2025-06-30,80.29,13.52,16.84,,1.52
MENNPIS,2025-09-30,74.54,12.6,16.9,,1.36
MENNPIS,2025-12-31,76.1,12.54,16.48,,1.26
MENONBE,2023-03-31,54.0,14.0,25.0,,1.62
MENONBE,2023-06-30,56.0,12.0,22.0,,1.29
MENONBE,2023-09-30,51.0,10.0,20.0,,1.07
MENONBE,2023-12-31,51.0,10.0,18.0,,0.98
MENONBE,2024-03-31,54.0,10.0,19.0,,1.0
MENONBE,2024-06-30,58.0,11.0,18.0,,1.1
MENONBE,2024-09-30,59.0,12.0,19.0,,1.2
MENONBE,2024-12-31,58.0,10.0,17.0,,0.98
MENONBE,2025-03-31,64.0,10.0,16.0,,1.18
MENONBE,2025-06-30,67.0,13.0,19.0,,1.5
MENONBE,2025-09-30,63.0,10.0,16.0,,1.21
MENONBE,2025-12-31,77.0,14.0,19.0,,1.65
MENONBE,2026-03-31,87.0,22.0,25.0,,2.46
MERCANTILE,2022-12-31,12.47,0.93,7.46,,0.22
MERCANTILE,2023-03-31,13.06,0.31,2.37,,0.85
MERCANTILE,2023-06-30,13.68,0.88,6.43,,-1.05
MERCANTILE,2023-09-30,15.19,0.97,6.39,,0.13
MERCANTILE,2023-12-31,16.13,1.0,6.2,,-0.45
MERCANTILE,2024-03-31,15.39,-2.76,-17.93,,-0.12
MERCANTILE,2024-06-30,16.74,-0.05,-0.3,,0.5
MERCANTILE,2024-09-30,17.84,0.68,3.81,,0.07
MERCANTILE,2024-12-31,18.34,0.66,3.6,,0.17
MERCANTILE,2025-03-31,19.26,0.05,0.26,,0.81
MERCANTILE,2025-06-30,21.08,-0.31,-1.47,,-0.08
MERCANTILE,2025-09-30,23.51,0.55,2.34,,0.13
MERCANTILE,2025-12-31,25.07,0.44,1.76,,0.26
METROBRAND,2022-12-31,599.0,205.0,34.0,,4.12
METROBRAND,2023-03-31,544.0,144.0,26.0,,2.52
METROBRAND,2023-06-30,583.0,187.0,32.0,,3.42
METROBRAND,2023-09-30,556.0,155.0,28.0,,2.45
METROBRAND,2023-12-31,636.0,199.0,31.0,,3.6
METROBRAND,2024-03-31,583.0,159.0,27.0,,5.71
METROBRAND,2024-06-30,576.0,180.0,31.0,,3.37
METROBRAND,2024-09-30,585.0,155.0,26.0,,2.56
METROBRAND,2024-12-31,703.0,225.0,32.0,,3.48
METROBRAND,2025-03-31,643.0,197.0,31.0,,3.48
METROBRAND,2025-06-30,628.0,194.0,31.0,,3.62
METROBRAND,2025-09-30,651.0,171.0,26.0,,2.49
METROBRAND,2025-12-31,811.0,265.0,33.0,,4.71
METROGLOBL,2023-03-31,75.85,5.33,7.03,,5.83
METROGLOBL,2023-06-30,47.04,2.84,6.04,,1.56
METROGLOBL,2023-09-30,61.26,2.43,3.97,,1.78
METROGLOBL,2023-12-31,68.24,2.44,3.58,,3.25
METROGLOBL,2024-03-31,58.25,3.25,5.58,,6.61
METROGLOBL,2024-06-30,69.91,4.68,6.69,,5.78
METROGLOBL,2024-09-30,69.14,2.77,4.01,,3.2
METROGLOBL,2024-12-31,56.79,2.84,5.0,,1.77
METROGLOBL,2025-03-31,43.56,5.18,11.89,,-3.09
METROGLOBL,2025-06-30,64.63,3.3,5.11,,3.22
METROGLOBL,2025-09-30,69.39,4.23,6.1,,4.18
METROGLOBL,2025-12-31,64.89,4.88,7.52,,3.9
METROGLOBL,2026-03-31,36.75,6.54,17.8,,2.86
MFML,2023-06-30,34.33,-0.81,-2.36,,
MFML,2023-09-30,39.39,0.72,1.83,,
MFML,2023-12-31,48.71,1.71,3.51,,
MFML,2024-03-31,43.07,3.21,7.45,,
MFML,2024-06-30,39.16,1.16,2.96,,0.16
MFML,2024-09-30,47.85,3.7,7.73,,1.49
MFML,2024-12-31,39.16,-1.7,-4.34,,-1.01
MFML,2025-03-31,26.36,-1.7,-6.45,,6.81
MFML,2025-06-30,33.52,2.78,8.29,,2.44
MFML,2025-09-30,31.62,2.21,6.99,,-3.2
MFML,2025-12-31,31.53,2.67,8.47,,-0.72
MGEL,2023-03-31,333.0,13.0,4.0,,0.24
MGEL,2023-06-30,324.0,10.0,3.0,,0.14
MGEL,2023-09-30,440.0,4.0,1.0,,0.03
MGEL,2023-12-31,532.0,6.0,1.0,,0.09
MGEL,2024-03-31,542.0,16.0,3.0,,0.36
MGEL,2024-06-30,680.0,11.0,2.0,,0.18
MGEL,2024-09-30,563.0,14.0,3.0,,0.17
MGEL,2024-12-31,502.0,11.0,2.0,,0.19
MGEL,2025-03-31,537.0,8.0,1.0,,0.16
MGEL,2025-06-30,859.0,13.0,1.0,,0.2
MGEL,2025-09-30,706.0,11.0,2.0,,0.54
MGEL,2025-12-31,756.0,13.0,2.0,,0.26
MGEL,2026-03-31,1064.0,24.0,2.0,,0.38
MHLXMIRU,2020-12-31,39.13,5.08,12.98,,1.44
MHLXMIRU,2021-03-31,56.29,5.64,10.02,,1.9
MHLXMIRU,2021-06-30,35.24,3.61,10.24,,1.1
MHLXMIRU,2021-09-30,45.98,4.03,8.76,,1.03
MHLXMIRU,2021-12-31,50.0,3.97,7.94,,1.35
MHLXMIRU,2022-03-31,66.09,6.11,9.24,,2.86
MHLXMIRU,2022-06-30,59.54,3.26,5.48,,1.9
MHLXMIRU,2022-09-30,66.77,4.75,7.11,,1.75
MHLXMIRU,2022-12-31,66.25,5.35,8.08,,1.99
MHLXMIRU,2023-03-31,74.93,5.36,7.15,,2.33
MHLXMIRU,2023-06-30,65.19,4.19,6.43,,1.48
MHLXMIRU,2023-09-30,70.03,4.98,7.11,,2.65
MHLXMIRU,2023-12-31,74.76,5.19,6.94,,2.13
MHRIL,2023-03-31,712.0,165.0,23.0,,2.8
MHRIL,2023-06-30,614.0,84.0,14.0,,0.01
MHRIL,2023-09-30,655.0,136.0,21.0,,1.06
MHRIL,2023-12-31,635.0,105.0,17.0,,0.58
MHRIL,2024-03-31,800.0,187.0,23.0,,4.08
MHRIL,2024-06-30,653.0,105.0,16.0,,0.29
MHRIL,2024-09-30,671.0,123.0,18.0,,0.68
MHRIL,2024-12-31,678.0,146.0,21.0,,1.72
MHRIL,2025-03-31,779.0,204.0,26.0,,3.62
MHRIL,2025-06-30,701.0,122.0,17.0,,0.39
MHRIL,2025-09-30,717.0,152.0,21.0,,0.88
MHRIL,2025-12-31,753.0,144.0,19.0,,0.11
MHRIL,2026-03-31,820.0,197.0,24.0,,2.06
MICEL,2023-03-31,11.0,2.0,22.0,,0.11
MICEL,2023-06-30,8.0,2.0,25.0,,0.06
MICEL,2023-09-30,10.0,3.0,29.0,,0.39
MICEL,2023-12-31,17.0,3.0,15.0,,0.12
MICEL,2024-03-31,23.0,5.0,24.0,,2.24
MICEL,2024-06-30,11.0,3.0,24.0,,0.08
MICEL,2024-09-30,27.0,4.0,13.0,,0.09
MICEL,2024-12-31,12.0,3.0,29.0,,0.09
MICEL,2025-03-31,45.0,8.0,19.0,,0.15
MICEL,2025-06-30,12.0,4.0,35.0,,0.07
MICEL,2025-09-30,38.0,4.0,10.0,,0.09
MICEL,2025-12-31,90.0,4.0,4.0,,0.08
MICEL,2026-03-31,51.0,13.0,26.0,,-0.76
MIDWESTLTD,2024-09-30,141.0,31.0,22.0,,4.4
MIDWESTLTD,2024-12-31,117.0,23.0,20.0,,4.18
MIDWESTLTD,2025-06-30,142.0,39.0,27.0,,6.86
MIDWESTLTD,2025-09-30,159.0,47.0,29.0,,8.22
MIDWESTLTD,2025-12-31,129.0,31.0,24.0,,5.06
MINDTECK,2022-12-31,82.66,7.48,9.05,,1.71
MINDTECK,2023-03-31,88.74,6.86,7.73,,1.71
MINDTECK,2023-06-30,93.41,7.6,8.14,,1.97
MINDTECK,2023-09-30,98.47,8.76,8.9,,2.34
MINDTECK,2023-12-31,95.75,8.54,8.92,,2.28
MINDTECK,2024-03-31,97.9,7.53,7.69,,2.04
MINDTECK,2024-06-30,108.15,9.0,8.32,,2.01
MINDTECK,2024-09-30,108.23,8.59,7.94,,2.38
MINDTECK,2024-12-31,104.02,9.1,8.75,,2.49
MINDTECK,2025-03-31,104.02,8.57,8.24,,2.13
MINDTECK,2025-06-30,101.3,9.62,9.5,,2.74
MINDTECK,2025-09-30,101.63,7.21,7.09,,2.37
MINDTECK,2025-12-31,100.46,10.45,10.4,,1.58
MIRZAINT,2022-12-31,129.87,13.96,10.75,,0.32
MIRZAINT,2023-03-31,160.87,9.14,5.68,,0.23
MIRZAINT,2023-06-30,127.6,9.21,7.22,,0.18
MIRZAINT,2023-09-30,208.7,12.04,5.77,,0.29
MIRZAINT,2023-12-31,141.67,15.42,10.88,,0.32
MIRZAINT,2024-03-31,152.39,12.03,7.89,,0.09
MIRZAINT,2024-06-30,143.51,10.52,7.33,,0.05
MIRZAINT,2024-09-30,201.39,16.88,8.38,,0.43
MIRZAINT,2024-12-31,114.38,3.13,2.74,,-0.41
MIRZAINT,2025-03-31,121.95,5.62,4.61,,-0.32
MIRZAINT,2025-06-30,142.11,12.69,8.93,,1.29
MIRZAINT,2025-09-30,164.36,12.67,7.71,,0.16
MIRZAINT,2025-12-31,118.21,-1.3,-1.1,,-0.53
MITCON,2022-12-31,19.23,4.33,22.52,,0.28
MITCON,2023-03-31,27.98,4.53,16.19,,0.55
MITCON,2023-06-30,29.55,7.33,24.81,,0.88
MITCON,2023-09-30,35.76,7.14,19.97,,0.62
MITCON,2023-12-31,24.15,6.2,25.67,,0.59
MITCON,2024-03-31,39.96,7.17,17.94,,0.93
MITCON,2024-06-30,24.44,7.22,29.54,,1.53
MITCON,2024-09-30,27.84,7.37,26.47,,0.68
MITCON,2024-12-31,22.31,6.07,27.21,,0.19
MITCON,2025-03-31,38.13,7.33,19.22,,1.26
MITCON,2025-06-30,24.43,6.41,26.24,,0.81
MITCON,2025-09-30,29.46,5.78,19.62,,0.53
MITCON,2025-12-31,26.55,6.56,24.71,,0.78
MITTAL,2024-06-30,13.29,0.4,3.01,,0.02
MITTAL,2024-09-30,19.49,1.01,5.18,,0.01
MITTAL,2024-12-31,18.08,0.88,4.87,,0.01
MITTAL,2025-03-31,21.27,0.77,3.62,,0.01
MITTAL,2025-06-30,21.48,0.34,1.58,,0.0
MITTAL,2025-09-30,24.95,1.96,7.86,,0.02
MITTAL,2025-12-31,21.51,2.53,11.76,,0.02
MMFL,2022-12-31,372.0,73.0,20.0,,7.41
MMFL,2023-03-31,388.0,70.0,18.0,,6.37
MMFL,2023-06-30,370.0,65.0,18.0,,6.0
MMFL,2023-09-30,397.0,75.0,19.0,,7.34
MMFL,2023-12-31,399.0,75.0,19.0,,6.94
MMFL,2024-03-31,398.0,78.0,20.0,,7.62
MMFL,2024-06-30,382.0,73.0,19.0,,6.23
MMFL,2024-09-30,398.0,77.0,19.0,,6.61
MMFL,2024-12-31,374.0,73.0,20.0,,5.5
MMFL,2025-03-31,371.0,73.0,20.0,,6.89
MMFL,2025-06-30,362.0,63.0,18.0,,3.97
MMFL,2025-09-30,385.0,67.0,17.0,,3.43
