index,symbol,average,category
NIFTY TOTAL MKT,ADANIGREEN,0.2,Broad Market
NIFTY TOTAL MKT,COFORGE,0.2,Broad Market
NIFTY TOTAL MKT,LTM,0.2,Broad Market
NIFTY TOTAL MKT,MARICO,0.2,Broad Market
NIFTY TOTAL MKT,POWERINDIA,0.2,Broad Market
NIFTY TOTAL MKT,UNITDSPR,0.2,Broad Market
NIFTY TOTAL MKT,ABB,0.19,Broad Market
NIFTY TOTAL MKT,AUROPHARMA,0.19,Broad Market
NIFTY TOTAL MKT,NATIONALUM,0.19,Broad Market
NIFTY TOTAL MKT,NAUKRI,0.19,Broad Market
NIFTY TOTAL MKT,PNB,0.19,Broad Market
NIFTY TOTAL MKT,SWIGGY,0.19,Broad Market
NIFTY TOTAL MKT,APLAPOLLO,0.18,Broad Market
NIFTY TOTAL MKT,DLF,0.18,Broad Market
NIFTY TOTAL MKT,HINDPETRO,0.18,Broad Market
NIFTY TOTAL MKT,MUTHOOTFIN,0.18,Broad Market
NIFTY TOTAL MKT,NYKAA,0.18,Broad Market
NIFTY TOTAL MKT,SOLARINDS,0.18,Broad Market
NIFTY TOTAL MKT,SRF,0.18,Broad Market
NIFTY TOTAL MKT,UPL,0.18,Broad Market
NIFTY TOTAL MKT,GLENMARK,0.17,Broad Market
NIFTY TOTAL MKT,GMRAIRPORT,0.17,Broad Market
NIFTY TOTAL MKT,VOLTAS,0.17,Broad Market
NIFTY TOTAL MKT,YESBANK,0.17,Broad Market
NIFTY TOTAL MKT,BOSCHLTD,0.16,Broad Market
NIFTY TOTAL MKT,HAVELLS,0.16,Broad Market
NIFTY TOTAL MKT,PHOENIXLTD,0.16,Broad Market
NIFTY TOTAL MKT,SHREECEM,0.16,Broad Market
NIFTY TOTAL MKT,SIEMENS,0.16,Broad Market
NIFTY TOTAL MKT,TIINDIA,0.16,Broad Market
NIFTY TOTAL MKT,TORNTPOWER,0.16,Broad Market
NIFTY TOTAL MKT,UNIONBANK,0.16,Broad Market
NIFTY TOTAL MKT,WAAREEENER,0.16,Broad Market
NIFTY TOTAL MKT,ALKEM,0.15,Broad Market
NIFTY TOTAL MKT,INDIANB,0.15,Broad Market
NIFTY TOTAL MKT,JSWENERGY,0.15,Broad Market
NIFTY TOTAL MKT,KEI,0.15,Broad Market
NIFTY TOTAL MKT,MPHASIS,0.15,Broad Market
NIFTY TOTAL MKT,NMDC,0.15,Broad Market
NIFTY TOTAL MKT,SUNDARMFIN,0.15,Broad Market
NIFTY TOTAL MKT,ABCAPITAL,0.14,Broad Market
NIFTY TOTAL MKT,AMBUJACEM,0.14,Broad Market
NIFTY TOTAL MKT,COLPAL,0.14,Broad Market
NIFTY TOTAL MKT,ENRIN,0.14,Broad Market
NIFTY TOTAL MKT,360ONE,0.13,Broad Market
NIFTY TOTAL MKT,BIOCON,0.13,Broad Market
NIFTY TOTAL MKT,DABUR,0.13,Broad Market
NIFTY TOTAL MKT,DELHIVERY,0.13,Broad Market
NIFTY TOTAL MKT,GODREJPROP,0.13,Broad Market
NIFTY TOTAL MKT,HINDZINC,0.13,Broad Market
NIFTY TOTAL MKT,HYUNDAI,0.13,Broad Market
NIFTY TOTAL MKT,IDEA,0.13,Broad Market
NIFTY TOTAL MKT,KARURVYSYA,0.13,Broad Market
NIFTY TOTAL MKT,MRF,0.13,Broad Market
NIFTY TOTAL MKT,NHPC,0.13,Broad Market
NIFTY TOTAL MKT,OIL,0.13,Broad Market
NIFTY TOTAL MKT,RADICO,0.13,Broad Market
NIFTY TOTAL MKT,SAIL,0.13,Broad Market
NIFTY TOTAL MKT,SONACOMS,0.13,Broad Market
NIFTY TOTAL MKT,VMM,0.13,Broad Market
NIFTY TOTAL MKT,BLUESTARCO,0.12,Broad Market
NIFTY TOTAL MKT,COROMANDEL,0.12,Broad Market
NIFTY TOTAL MKT,JSL,0.12,Broad Market
NIFTY TOTAL MKT,LODHA,0.12,Broad Market
NIFTY TOTAL MKT,LTF,0.12,Broad Market
NIFTY TOTAL MKT,MANKIND,0.12,Broad Market
NIFTY TOTAL MKT,NAVINFLUOR,0.12,Broad Market
NIFTY TOTAL MKT,PIIND,0.12,Broad Market
NIFTY TOTAL MKT,PIRAMALFIN,0.12,Broad Market
NIFTY TOTAL MKT,CDSL,0.11,Broad Market
NIFTY TOTAL MKT,JKCEMENT,0.11,Broad Market
NIFTY TOTAL MKT,LLOYDSME,0.11,Broad Market
NIFTY TOTAL MKT,OFSS,0.11,Broad Market
NIFTY TOTAL MKT,PAGEIND,0.11,Broad Market
NIFTY TOTAL MKT,PRESTIGE,0.11,Broad Market
NIFTY TOTAL MKT,SUPREMEIND,0.11,Broad Market
NIFTY TOTAL MKT,ZYDUSLIFE,0.11,Broad Market
NIFTY TOTAL MKT,ANGELONE,0.1,Broad Market
NIFTY TOTAL MKT,APARINDS,0.1,Broad Market
NIFTY TOTAL MKT,CUB,0.1,Broad Market
NIFTY TOTAL MKT,ICICIPRULI,0.1,Broad Market
NIFTY TOTAL MKT,IPCALAB,0.1,Broad Market
NIFTY TOTAL MKT,IRFC,0.1,Broad Market
NIFTY TOTAL MKT,M&MFIN,0.1,Broad Market
NIFTY TOTAL MKT,MAZDOCK,0.1,Broad Market
NIFTY TOTAL MKT,OBEROIRLTY,0.1,Broad Market
NIFTY TOTAL MKT,PETRONET,0.1,Broad Market
NIFTY TOTAL MKT,PNBHOUSING,0.1,Broad Market
NIFTY TOTAL MKT,UNOMINDA,0.1,Broad Market
NIFTY TOTAL MKT,AMBER,0.09,Broad Market
NIFTY TOTAL MKT,ASTERDM,0.09,Broad Market
NIFTY TOTAL MKT,ASTRAL,0.09,Broad Market
NIFTY TOTAL MKT,ATGL,0.09,Broad Market
NIFTY TOTAL MKT,ATHERENERG,0.09,Broad Market
NIFTY TOTAL MKT,BALKRISIND,0.09,Broad Market
NIFTY TOTAL MKT,CAMS,0.09,Broad Market
NIFTY TOTAL MKT,CONCOR,0.09,Broad Market
NIFTY TOTAL MKT,HINDCOPPER,0.09,Broad Market
NIFTY TOTAL MKT,ITCHOTELS,0.09,Broad Market
NIFTY TOTAL MKT,JUBLFOOD,0.09,Broad Market
NIFTY TOTAL MKT,LICI,0.09,Broad Market
NIFTY TOTAL MKT,NAM-INDIA,0.09,Broad Market
NIFTY TOTAL MKT,RBLBANK,0.09,Broad Market
NIFTY TOTAL MKT,SBICARD,0.09,Broad Market
NIFTY TOTAL MKT,TATACOMM,0.09,Broad Market
NIFTY TOTAL MKT,BANDHANBNK,0.08,Broad Market
NIFTY TOTAL MKT,BANKINDIA,0.08,Broad Market
NIFTY TOTAL MKT,CROMPTON,0.08,Broad Market
NIFTY TOTAL MKT,EXIDEIND,0.08,Broad Market
NIFTY TOTAL MKT,IRCTC,0.08,Broad Market
NIFTY TOTAL MKT,JBCHEPHARM,0.08,Broad Market
NIFTY TOTAL MKT,KALYANKJIL,0.08,Broad Market
NIFTY TOTAL MKT,KIMS,0.08,Broad Market
NIFTY TOTAL MKT,LENSKART,0.08,Broad Market
NIFTY TOTAL MKT,LICHSGFIN,0.08,Broad Market
NIFTY TOTAL MKT,MAHABANK,0.08,Broad Market
NIFTY TOTAL MKT,MANAPPURAM,0.08,Broad Market
NIFTY TOTAL MKT,PATANJALI,0.08,Broad Market
NIFTY TOTAL MKT,RVNL,0.08,Broad Market
NIFTY TOTAL MKT,SCHAEFFLER,0.08,Broad Market
NIFTY TOTAL MKT,THERMAX,0.08,Broad Market
NIFTY TOTAL MKT,WELCORP,0.08,Broad Market
NIFTY TOTAL MKT,AIAENG,0.07,Broad Market
NIFTY TOTAL MKT,ANANDRATHI,0.07,Broad Market
NIFTY TOTAL MKT,APOLLOTYRE,0.07,Broad Market
NIFTY TOTAL MKT,CHOLAHLDNG,0.07,Broad Market
NIFTY TOTAL MKT,COCHINSHIP,0.07,Broad Market
NIFTY TOTAL MKT,DALBHARAT,0.07,Broad Market
NIFTY TOTAL MKT,FLUOROCHEM,0.07,Broad Market
NIFTY TOTAL MKT,GESHIP,0.07,Broad Market
NIFTY TOTAL MKT,GLAND,0.07,Broad Market
NIFTY TOTAL MKT,GROWW,0.07,Broad Market
NIFTY TOTAL MKT,KIRLOSENG,0.07,Broad Market
NIFTY TOTAL MKT,KPIL,0.07,Broad Market
NIFTY TOTAL MKT,LGEINDIA,0.07,Broad Market
NIFTY TOTAL MKT,LINDEINDIA,0.07,Broad Market
NIFTY TOTAL MKT,SAILIFE,0.07,Broad Market
NIFTY TOTAL MKT,SAMMAANCAP,0.07,Broad Market
NIFTY TOTAL MKT,TATACAP,0.07,Broad Market
NIFTY TOTAL MKT,TATAELXSI,0.07,Broad Market
NIFTY TOTAL MKT,ABBOTINDIA,0.06,Broad Market
NIFTY TOTAL MKT,ACUTAAS,0.06,Broad Market
NIFTY TOTAL MKT,AIIL,0.06,Broad Market
NIFTY TOTAL MKT,AJANTPHARM,0.06,Broad Market
NIFTY TOTAL MKT,AWL,0.06,Broad Market
NIFTY TOTAL MKT,BDL,0.06,Broad Market
NIFTY TOTAL MKT,BERGEPAINT,0.06,Broad Market
NIFTY TOTAL MKT,CESC,0.06,Broad Market
NIFTY TOTAL MKT,DATAPATTNS,0.06,Broad Market
NIFTY TOTAL MKT,DEEPAKNTR,0.06,Broad Market
NIFTY TOTAL MKT,ELGIEQUIP,0.06,Broad Market
NIFTY TOTAL MKT,GICRE,0.06,Broad Market
NIFTY TOTAL MKT,HDBFS,0.06,Broad Market
NIFTY TOTAL MKT,HSCL,0.06,Broad Market
NIFTY TOTAL MKT,ICICIAMC,0.06,Broad Market
NIFTY TOTAL MKT,IGL,0.06,Broad Market
NIFTY TOTAL MKT,KAYNES,0.06,Broad Market
NIFTY TOTAL MKT,KFINTECH,0.06,Broad Market
NIFTY TOTAL MKT,KPITTECH,0.06,Broad Market
NIFTY TOTAL MKT,MOTILALOFS,0.06,Broad Market
NIFTY TOTAL MKT,NEULANDLAB,0.06,Broad Market
NIFTY TOTAL MKT,NH,0.06,Broad Market
NIFTY TOTAL MKT,POONAWALLA,0.06,Broad Market
NIFTY TOTAL MKT,PREMIERENE,0.06,Broad Market
NIFTY TOTAL MKT,RAMCOCEM,0.06,Broad Market
NIFTY TOTAL MKT,REDINGTON,0.06,Broad Market
NIFTY TOTAL MKT,STARHEALTH,0.06,Broad Market
NIFTY TOTAL MKT,TATACHEM,0.06,Broad Market
NIFTY TOTAL MKT,TDPOWERSYS,0.06,Broad Market
NIFTY TOTAL MKT,TIMKEN,0.06,Broad Market
NIFTY TOTAL MKT,VOLTAMP,0.06,Broad Market
NIFTY TOTAL MKT,WOCKPHARMA,0.06,Broad Market
NIFTY TOTAL MKT,3MINDIA,0.05,Broad Market
NIFTY TOTAL MKT,AARTIIND,0.05,Broad Market
NIFTY TOTAL MKT,ARE&M,0.05,Broad Market
NIFTY TOTAL MKT,ASAHIINDIA,0.05,Broad Market
NIFTY TOTAL MKT,ASTRAMICRO,0.05,Broad Market
NIFTY TOTAL MKT,ATUL,0.05,Broad Market
NIFTY TOTAL MKT,BAJAJHFL,0.05,Broad Market
NIFTY TOTAL MKT,BHARTIHEXA,0.05,Broad Market
NIFTY TOTAL MKT,BRIGADE,0.05,Broad Market
NIFTY TOTAL MKT,CARBORUNIV,0.05,Broad Market
NIFTY TOTAL MKT,CRAFTSMAN,0.05,Broad Market
NIFTY TOTAL MKT,CRISIL,0.05,Broad Market
NIFTY TOTAL MKT,ESCORTS,0.05,Broad Market
NIFTY TOTAL MKT,FIVESTAR,0.05,Broad Market
NIFTY TOTAL MKT,FORCEMOT,0.05,Broad Market
NIFTY TOTAL MKT,GLAXO,0.05,Broad Market
NIFTY TOTAL MKT,GRANULES,0.05,Broad Market
NIFTY TOTAL MKT,HFCL,0.05,Broad Market
NIFTY TOTAL MKT,HOMEFIRST,0.05,Broad Market
NIFTY TOTAL MKT,HUDCO,0.05,Broad Market
NIFTY TOTAL MKT,IEX,0.05,Broad Market
NIFTY TOTAL MKT,IIFL,0.05,Broad Market
NIFTY TOTAL MKT,INOXWIND,0.05,Broad Market
NIFTY TOTAL MKT,IREDA,0.05,Broad Market
NIFTY TOTAL MKT,JPPOWER,0.05,Broad Market
NIFTY TOTAL MKT,KAJARIACER,0.05,Broad Market
NIFTY TOTAL MKT,KPRMILL,0.05,Broad Market
NIFTY TOTAL MKT,KTKBANK,0.05,Broad Market
NIFTY TOTAL MKT,LALPATHLAB,0.05,Broad Market
NIFTY TOTAL MKT,LTTS,0.05,Broad Market
NIFTY TOTAL MKT,MEDANTA,0.05,Broad Market
NIFTY TOTAL MKT,MSUMI,0.05,Broad Market
NIFTY TOTAL MKT,MTARTECH,0.05,Broad Market
NIFTY TOTAL MKT,NATCOPHARM,0.05,Broad Market
NIFTY TOTAL MKT,NAVA,0.05,Broad Market
NIFTY TOTAL MKT,NBCC,0.05,Broad Market
NIFTY TOTAL MKT,NLCINDIA,0.05,Broad Market
NIFTY TOTAL MKT,NTPCGREEN,0.05,Broad Market
NIFTY TOTAL MKT,NUVAMA,0.05,Broad Market
NIFTY TOTAL MKT,ONESOURCE,0.05,Broad Market
NIFTY TOTAL MKT,PPLPHARMA,0.05,Broad Market
NIFTY TOTAL MKT,PTCIL,0.05,Broad Market
NIFTY TOTAL MKT,SAGILITY,0.05,Broad Market
NIFTY TOTAL MKT,SANSERA,0.05,Broad Market
NIFTY TOTAL MKT,SOUTHBANK,0.05,Broad Market
NIFTY TOTAL MKT,TATAINVEST,0.05,Broad Market
NIFTY TOTAL MKT,TATATECH,0.05,Broad Market
NIFTY TOTAL MKT,UBL,0.05,Broad Market
NIFTY TOTAL MKT,UJJIVANSFB,0.05,Broad Market
NIFTY TOTAL MKT,ZFCVINDIA,0.05,Broad Market
NIFTY TOTAL MKT,ABREL,0.04,Broad Market
NIFTY TOTAL MKT,ABSLAMC,0.04,Broad Market
NIFTY TOTAL MKT,ACC,0.04,Broad Market
NIFTY TOTAL MKT,AEGISLOG,0.04,Broad Market
NIFTY TOTAL MKT,AFFLE,0.04,Broad Market
NIFTY TOTAL MKT,ANANTRAJ,0.04,Broad Market
NIFTY TOTAL MKT,APTUS,0.04,Broad Market
NIFTY TOTAL MKT,CANFINHOME,0.04,Broad Market
NIFTY TOTAL MKT,CASTROLIND,0.04,Broad Market
NIFTY TOTAL MKT,CCL,0.04,Broad Market
NIFTY TOTAL MKT,CEATLTD,0.04,Broad Market
NIFTY TOTAL MKT,COHANCE,0.04,Broad Market
NIFTY TOTAL MKT,CUPID,0.04,Broad Market
NIFTY TOTAL MKT,CYIENT,0.04,Broad Market
NIFTY TOTAL MKT,DEEPAKFERT,0.04,Broad Market
NIFTY TOTAL MKT,EDELWEISS,0.04,Broad Market
NIFTY TOTAL MKT,EIDPARRY,0.04,Broad Market
NIFTY TOTAL MKT,EMAMILTD,0.04,Broad Market
NIFTY TOTAL MKT,ENDURANCE,0.04,Broad Market
NIFTY TOTAL MKT,EQUITASBNK,0.04,Broad Market
NIFTY TOTAL MKT,ERIS,0.04,Broad Market
NIFTY TOTAL MKT,FINCABLES,0.04,Broad Market
NIFTY TOTAL MKT,GODFRYPHLP,0.04,Broad Market
NIFTY TOTAL MKT,GODIGIT,0.04,Broad Market
NIFTY TOTAL MKT,GPIL,0.04,Broad Market
NIFTY TOTAL MKT,GRSE,0.04,Broad Market
NIFTY TOTAL MKT,GSPL,0.04,Broad Market
NIFTY TOTAL MKT,HBLENGINE,0.04,Broad Market
NIFTY TOTAL MKT,IKS,0.04,Broad Market
NIFTY TOTAL MKT,IRB,0.04,Broad Market
NIFTY TOTAL MKT,JSWINFRA,0.04,Broad Market
NIFTY TOTAL MKT,JUBLPHARMA,0.04,Broad Market
NIFTY TOTAL MKT,KEC,0.04,Broad Market
NIFTY TOTAL MKT,PFIZER,0.04,Broad Market
NIFTY TOTAL MKT,PGEL,0.04,Broad Market
NIFTY TOTAL MKT,PVRINOX,0.04,Broad Market
NIFTY TOTAL MKT,RPOWER,0.04,Broad Market
NIFTY TOTAL MKT,STLTECH,0.04,Broad Market
NIFTY TOTAL MKT,SYNGENE,0.04,Broad Market
NIFTY TOTAL MKT,SYRMA,0.04,Broad Market
NIFTY TOTAL MKT,TMB,0.04,Broad Market
NIFTY TOTAL MKT,USHAMART,0.04,Broad Market
NIFTY TOTAL MKT,WHIRLPOOL,0.04,Broad Market
NIFTY TOTAL MKT,ZEEL,0.04,Broad Market
NIFTY TOTAL MKT,ZENTEC,0.04,Broad Market
NIFTY TOTAL MKT,AADHARHFC,0.03,Broad Market
NIFTY TOTAL MKT,AAVAS,0.03,Broad Market
NIFTY TOTAL MKT,ABLBL,0.03,Broad Market
NIFTY TOTAL MKT,AFCONS,0.03,Broad Market
NIFTY TOTAL MKT,ARVIND,0.03,Broad Market
NIFTY TOTAL MKT,AVANTIFEED,0.03,Broad Market
NIFTY TOTAL MKT,AZAD,0.03,Broad Market
NIFTY TOTAL MKT,BALRAMCHIN,0.03,Broad Market
NIFTY TOTAL MKT,BAYERCROP,0.03,Broad Market
NIFTY TOTAL MKT,BELRISE,0.03,Broad Market
NIFTY TOTAL MKT,BEML,0.03,Broad Market
NIFTY TOTAL MKT,BLACKBUCK,0.03,Broad Market
NIFTY TOTAL MKT,BSOFT,0.03,Broad Market
NIFTY TOTAL MKT,CARTRADE,0.03,Broad Market
NIFTY TOTAL MKT,CGCL,0.03,Broad Market
NIFTY TOTAL MKT,CHALET,0.03,Broad Market
NIFTY TOTAL MKT,CHAMBLFERT,0.03,Broad Market
NIFTY TOTAL MKT,CHOICEIN,0.03,Broad Market
NIFTY TOTAL MKT,CIEINDIA,0.03,Broad Market
NIFTY TOTAL MKT,CREDITACC,0.03,Broad Market
NIFTY TOTAL MKT,ECLERX,0.03,Broad Market
NIFTY TOTAL MKT,EIHOTEL,0.03,Broad Market
NIFTY TOTAL MKT,EMCURE,0.03,Broad Market
NIFTY TOTAL MKT,ENGINERSIN,0.03,Broad Market
NIFTY TOTAL MKT,FACT,0.03,Broad Market
NIFTY TOTAL MKT,FIRSTCRY,0.03,Broad Market
NIFTY TOTAL MKT,FSL,0.03,Broad Market
NIFTY TOTAL MKT,GABRIEL,0.03,Broad Market
NIFTY TOTAL MKT,GILLETTE,0.03,Broad Market
NIFTY TOTAL MKT,GMDCLTD,0.03,Broad Market
NIFTY TOTAL MKT,HEG,0.03,Broad Market
NIFTY TOTAL MKT,HEXT,0.03,Broad Market
NIFTY TOTAL MKT,HONAUT,0.03,Broad Market
NIFTY TOTAL MKT,INDIAMART,0.03,Broad Market
NIFTY TOTAL MKT,INTELLECT,0.03,Broad Market
NIFTY TOTAL MKT,J&KBANK,0.03,Broad Market
NIFTY TOTAL MKT,JINDALSAW,0.03,Broad Market
NIFTY TOTAL MKT,JMFINANCIL,0.03,Broad Market
NIFTY TOTAL MKT,JUBLINGREA,0.03,Broad Market
NIFTY TOTAL MKT,JYOTICNC,0.03,Broad Market
NIFTY TOTAL MKT,KIRLPNU,0.03,Broad Market
NIFTY TOTAL MKT,KSB,0.03,Broad Market
NIFTY TOTAL MKT,LEMONTREE,0.03,Broad Market
NIFTY TOTAL MKT,LTFOODS,0.03,Broad Market
NIFTY TOTAL MKT,MAHSCOOTER,0.03,Broad Market
NIFTY TOTAL MKT,MEDPLUS,0.03,Broad Market
NIFTY TOTAL MKT,MGL,0.03,Broad Market
NIFTY TOTAL MKT,NAZARA,0.03,Broad Market
NIFTY TOTAL MKT,NCC,0.03,Broad Market
NIFTY TOTAL MKT,NETWEB,0.03,Broad Market
NIFTY TOTAL MKT,OLAELEC,0.03,Broad Market
NIFTY TOTAL MKT,OLECTRA,0.03,Broad Market
NIFTY TOTAL MKT,PARADEEP,0.03,Broad Market
NIFTY TOTAL MKT,PCBL,0.03,Broad Market
NIFTY TOTAL MKT,POLYMED,0.03,Broad Market
NIFTY TOTAL MKT,RAINBOW,0.03,Broad Market
NIFTY TOTAL MKT,RELIGARE,0.03,Broad Market
NIFTY TOTAL MKT,RKFORGE,0.03,Broad Market
NIFTY TOTAL MKT,RRKABEL,0.03,Broad Market
NIFTY TOTAL MKT,SARDAEN,0.03,Broad Market
NIFTY TOTAL MKT,SCHNEIDER,0.03,Broad Market
NIFTY TOTAL MKT,SCI,0.03,Broad Market
NIFTY TOTAL MKT,SHAILY,0.03,Broad Market
NIFTY TOTAL MKT,SHRIPISTON,0.03,Broad Market
NIFTY TOTAL MKT,SHYAMMETL,0.03,Broad Market
NIFTY TOTAL MKT,SJVN,0.03,Broad Market
NIFTY TOTAL MKT,SKFINDUS,0.03,Broad Market
NIFTY TOTAL MKT,SOBHA,0.03,Broad Market
NIFTY TOTAL MKT,STAR,0.03,Broad Market
NIFTY TOTAL MKT,SUDARSCHEM,0.03,Broad Market
NIFTY TOTAL MKT,SUMICHEM,0.03,Broad Market
NIFTY TOTAL MKT,SUNTV,0.03,Broad Market
NIFTY TOTAL MKT,TECHNOE,0.03,Broad Market
NIFTY TOTAL MKT,TITAGARH,0.03,Broad Market
NIFTY TOTAL MKT,TRITURBINE,0.03,Broad Market
NIFTY TOTAL MKT,VGUARD,0.03,Broad Market
NIFTY TOTAL MKT,VIJAYA,0.03,Broad Market
NIFTY TOTAL MKT,VTL,0.03,Broad Market
NIFTY TOTAL MKT,WABAG,0.03,Broad Market
NIFTY TOTAL MKT,ZENSARTECH,0.03,Broad Market
NIFTY TOTAL MKT,AARTIPHARM,0.02,Broad Market
NIFTY TOTAL MKT,ACE,0.02,Broad Market
NIFTY TOTAL MKT,ACI,0.02,Broad Market
NIFTY TOTAL MKT,AETHER,0.02,Broad Market
NIFTY TOTAL MKT,AGARWALEYE,0.02,Broad Market
NIFTY TOTAL MKT,ANTHEM,0.02,Broad Market
NIFTY TOTAL MKT,ANURAS,0.02,Broad Market
NIFTY TOTAL MKT,APLLTD,0.02,Broad Market
NIFTY TOTAL MKT,APOLLO,0.02,Broad Market
NIFTY TOTAL MKT,ARVINDFASN,0.02,Broad Market
NIFTY TOTAL MKT,ASHAPURMIN,0.02,Broad Market
NIFTY TOTAL MKT,AVALON,0.02,Broad Market
NIFTY TOTAL MKT,AVL,0.02,Broad Market
NIFTY TOTAL MKT,AXISCADES,0.02,Broad Market
NIFTY TOTAL MKT,BATAINDIA,0.02,Broad Market
NIFTY TOTAL MKT,BBOX,0.02,Broad Market
NIFTY TOTAL MKT,BIKAJI,0.02,Broad Market
NIFTY TOTAL MKT,BLS,0.02,Broad Market
NIFTY TOTAL MKT,BLUEDART,0.02,Broad Market
NIFTY TOTAL MKT,CAPLIPOINT,0.02,Broad Market
NIFTY TOTAL MKT,CEMPRO,0.02,Broad Market
NIFTY TOTAL MKT,CENTRALBK,0.02,Broad Market
NIFTY TOTAL MKT,CENTURYPLY,0.02,Broad Market
NIFTY TOTAL MKT,CHENNPETRO,0.02,Broad Market
NIFTY TOTAL MKT,CLEAN,0.02,Broad Market
NIFTY TOTAL MKT,CMSINFO,0.02,Broad Market
NIFTY TOTAL MKT,CONCORDBIO,0.02,Broad Market
NIFTY TOTAL MKT,CPPLUS,0.02,Broad Market
NIFTY TOTAL MKT,CSBBANK,0.02,Broad Market
NIFTY TOTAL MKT,DCBBANK,0.02,Broad Market
NIFTY TOTAL MKT,DCMSHRIRAM,0.02,Broad Market
NIFTY TOTAL MKT,DEVYANI,0.02,Broad Market
NIFTY TOTAL MKT,DOMS,0.02,Broad Market
NIFTY TOTAL MKT,DYNAMATECH,0.02,Broad Market
NIFTY TOTAL MKT,ELECON,0.02,Broad Market
NIFTY TOTAL MKT,EPL,0.02,Broad Market
NIFTY TOTAL MKT,ETHOSLTD,0.02,Broad Market
NIFTY TOTAL MKT,EUREKAFORB,0.02,Broad Market
NIFTY TOTAL MKT,FINPIPE,0.02,Broad Market
NIFTY TOTAL MKT,GHCL,0.02,Broad Market
NIFTY TOTAL MKT,GMRP&UI,0.02,Broad Market
NIFTY TOTAL MKT,GNFC,0.02,Broad Market
NIFTY TOTAL MKT,GODREJIND,0.02,Broad Market
NIFTY TOTAL MKT,GOKEX,0.02,Broad Market
NIFTY TOTAL MKT,GPPL,0.02,Broad Market
NIFTY TOTAL MKT,GRAPHITE,0.02,Broad Market
NIFTY TOTAL MKT,GRAVITA,0.02,Broad Market
NIFTY TOTAL MKT,GRWRHITECH,0.02,Broad Market
NIFTY TOTAL MKT,GSFC,0.02,Broad Market
NIFTY TOTAL MKT,HCC,0.02,Broad Market
NIFTY TOTAL MKT,HCG,0.02,Broad Market
NIFTY TOTAL MKT,HONASA,0.02,Broad Market
NIFTY TOTAL MKT,IDBI,0.02,Broad Market
NIFTY TOTAL MKT,IFCI,0.02,Broad Market
NIFTY TOTAL MKT,IGIL,0.02,Broad Market
NIFTY TOTAL MKT,IIFLCAPS,0.02,Broad Market
NIFTY TOTAL MKT,INDGN,0.02,Broad Market
NIFTY TOTAL MKT,INDIASHLTR,0.02,Broad Market
NIFTY TOTAL MKT,INOXINDIA,0.02,Broad Market
NIFTY TOTAL MKT,IOB,0.02,Broad Market
NIFTY TOTAL MKT,IONEXCHANG,0.02,Broad Market
NIFTY TOTAL MKT,IRCON,0.02,Broad Market
NIFTY TOTAL MKT,IXIGO,0.02,Broad Market
NIFTY TOTAL MKT,JAYNECOIND,0.02,Broad Market
NIFTY TOTAL MKT,JKLAKSHMI,0.02,Broad Market
NIFTY TOTAL MKT,JKTYRE,0.02,Broad Market
NIFTY TOTAL MKT,JLHL,0.02,Broad Market
NIFTY TOTAL MKT,JSWCEMENT,0.02,Broad Market
NIFTY TOTAL MKT,JSWDULUX,0.02,Broad Market
NIFTY TOTAL MKT,JWL,0.02,Broad Market
NIFTY TOTAL MKT,JYOTHYLAB,0.02,Broad Market
NIFTY TOTAL MKT,KANSAINER,0.02,Broad Market
NIFTY TOTAL MKT,KIRLOSBROS,0.02,Broad Market
NIFTY TOTAL MKT,KPIGREEN,0.02,Broad Market
NIFTY TOTAL MKT,LLOYDSENGG,0.02,Broad Market
NIFTY TOTAL MKT,LLOYDSENT,0.02,Broad Market
NIFTY TOTAL MKT,LUMAXTECH,0.02,Broad Market
NIFTY TOTAL MKT,MANORAMA,0.02,Broad Market
NIFTY TOTAL MKT,MARKSANS,0.02,Broad Market
NIFTY TOTAL MKT,MEESHO,0.02,Broad Market
NIFTY TOTAL MKT,METROPOLIS,0.02,Broad Market
NIFTY TOTAL MKT,MINDACORP,0.02,Broad Market
NIFTY TOTAL MKT,NIACL,0.02,Broad Market
NIFTY TOTAL MKT,NIVABUPA,0.02,Broad Market
NIFTY TOTAL MKT,NSLNISP,0.02,Broad Market
NIFTY TOTAL MKT,PCJEWELLER,0.02,Broad Market
NIFTY TOTAL MKT,PINELABS,0.02,Broad Market
NIFTY TOTAL MKT,POWERMECH,0.02,Broad Market
NIFTY TOTAL MKT,PRAJIND,0.02,Broad Market
NIFTY TOTAL MKT,PRICOLLTD,0.02,Broad Market
NIFTY TOTAL MKT,PRIVISCL,0.02,Broad Market
NIFTY TOTAL MKT,PRUDENT,0.02,Broad Market
NIFTY TOTAL MKT,PTC,0.02,Broad Market
NIFTY TOTAL MKT,PWL,0.02,Broad Market
NIFTY TOTAL MKT,RATEGAIN,0.02,Broad Market
NIFTY TOTAL MKT,RBA,0.02,Broad Market
NIFTY TOTAL MKT,SAFARI,0.02,Broad Market
NIFTY TOTAL MKT,SAPPHIRE,0.02,Broad Market
NIFTY TOTAL MKT,SBFC,0.02,Broad Market
NIFTY TOTAL MKT,SHAKTIPUMP,0.02,Broad Market
NIFTY TOTAL MKT,SHILPAMED,0.02,Broad Market
NIFTY TOTAL MKT,SIGNATURE,0.02,Broad Market
NIFTY TOTAL MKT,SKFINDIA,0.02,Broad Market
NIFTY TOTAL MKT,SONATSOFTW,0.02,Broad Market
