index,symbol,average,category
NIFTY 200,HDFCBANK,6.99,Broad Market
NIFTY 200,RELIANCE,5.49,Broad Market
NIFTY 200,ICICIBANK,5.38,Broad Market
NIFTY 200,BHARTIARTL,3.31,Broad Market
NIFTY 200,LT,2.77,Broad Market
NIFTY 200,SBIN,2.65,Broad Market
NIFTY 200,TVSMOTOR,2.4,Broad Market
NIFTY 200,INFY,2.35,Broad Market
NIFTY 200,AXISBANK,2.16,Broad Market
NIFTY 200,ITC,1.71,Broad Market
NIFTY 200,KOTAKBANK,1.62,Broad Market
NIFTY 200,M&M,1.61,Broad Market
NIFTY 200,TCS,1.46,Broad Market
NIFTY 200,BAJFINANCE,1.44,Broad Market
NIFTY 200,HINDUNILVR,1.19,Broad Market
NIFTY 200,NTPC,1.13,Broad Market
NIFTY 200,ETERNAL,1.09,Broad Market
NIFTY 200,SUNPHARMA,1.08,Broad Market
NIFTY 200,TITAN,1.06,Broad Market
NIFTY 200,TATASTEEL,1.04,Broad Market
NIFTY 200,MARUTI,0.99,Broad Market
NIFTY 200,SHRIRAMFIN,0.97,Broad Market
NIFTY 200,BEL,0.91,Broad Market
NIFTY 200,HINDALCO,0.91,Broad Market
NIFTY 200,BSE,0.87,Broad Market
NIFTY 200,POWERGRID,0.84,Broad Market
NIFTY 200,ULTRACEMCO,0.82,Broad Market
NIFTY 200,HCLTECH,0.74,Broad Market
NIFTY 200,VEDL,0.74,Broad Market
NIFTY 200,ADANIPORTS,0.71,Broad Market
NIFTY 200,JSWSTEEL,0.7,Broad Market
NIFTY 200,ONGC,0.68,Broad Market
NIFTY 200,ASIANPAINT,0.65,Broad Market
NIFTY 200,COALINDIA,0.62,Broad Market
NIFTY 200,GRASIM,0.62,Broad Market
NIFTY 200,BAJAJ-AUTO,0.61,Broad Market
NIFTY 200,BAJAJFINSV,0.6,Broad Market
NIFTY 200,NESTLEIND,0.6,Broad Market
NIFTY 200,INDIGO,0.59,Broad Market
NIFTY 200,EICHERMOT,0.57,Broad Market
NIFTY 200,TRENT,0.55,Broad Market
NIFTY 200,ADANIPOWER,0.54,Broad Market
NIFTY 200,TECHM,0.52,Broad Market
NIFTY 200,TMCV,0.51,Broad Market
NIFTY 200,DIVISLAB,0.48,Broad Market
NIFTY 200,DRREDDY,0.48,Broad Market
NIFTY 200,HAL,0.48,Broad Market
NIFTY 200,JIOFIN,0.48,Broad Market
NIFTY 200,SBILIFE,0.47,Broad Market
NIFTY 200,APOLLOHOSP,0.46,Broad Market
NIFTY 200,TATAPOWER,0.45,Broad Market
NIFTY 200,MAXHEALTH,0.44,Broad Market
NIFTY 200,TATACONSUM,0.44,Broad Market
NIFTY 200,CIPLA,0.43,Broad Market
NIFTY 200,MCX,0.43,Broad Market
NIFTY 200,TMPV,0.43,Broad Market
NIFTY 200,FEDERALBNK,0.42,Broad Market
NIFTY 200,ADANIENT,0.41,Broad Market
NIFTY 200,CUMMINSIND,0.41,Broad Market
NIFTY 200,SUZLON,0.41,Broad Market
NIFTY 200,VBL,0.41,Broad Market
NIFTY 200,PFC,0.4,Broad Market
NIFTY 200,BRITANNIA,0.39,Broad Market
NIFTY 200,DMART,0.39,Broad Market
NIFTY 200,CHOLAFIN,0.38,Broad Market
NIFTY 200,HEROMOTOCO,0.38,Broad Market
NIFTY 200,HDFCLIFE,0.37,Broad Market
NIFTY 200,BPCL,0.36,Broad Market
NIFTY 200,AUBANK,0.34,Broad Market
NIFTY 200,INDUSINDBK,0.34,Broad Market
NIFTY 200,WIPRO,0.34,Broad Market
NIFTY 200,CGPOWER,0.33,Broad Market
NIFTY 200,GVT&D,0.33,Broad Market
NIFTY 200,HDFCAMC,0.33,Broad Market
NIFTY 200,INDHOTEL,0.33,Broad Market
NIFTY 200,LUPIN,0.33,Broad Market
NIFTY 200,POLICYBZR,0.33,Broad Market
NIFTY 200,IOC,0.32,Broad Market
NIFTY 200,MOTHERSON,0.32,Broad Market
NIFTY 200,INDUSTOWER,0.31,Broad Market
NIFTY 200,BHARATFORG,0.3,Broad Market
NIFTY 200,BHEL,0.3,Broad Market
NIFTY 200,PERSISTENT,0.3,Broad Market
NIFTY 200,ADANIENSOL,0.29,Broad Market
NIFTY 200,BANKBARODA,0.29,Broad Market
NIFTY 200,FORTIS,0.29,Broad Market
NIFTY 200,ASHOKLEY,0.28,Broad Market
NIFTY 200,PAYTM,0.28,Broad Market
NIFTY 200,CANBK,0.27,Broad Market
NIFTY 200,DIXON,0.27,Broad Market
NIFTY 200,IDFCFIRSTB,0.27,Broad Market
NIFTY 200,JINDALSTEL,0.27,Broad Market
NIFTY 200,RECLTD,0.27,Broad Market
NIFTY 200,BAJAJHLDNG,0.26,Broad Market
NIFTY 200,GAIL,0.26,Broad Market
NIFTY 200,GODREJCP,0.26,Broad Market
NIFTY 200,TORNTPHARM,0.26,Broad Market
NIFTY 200,ICICIGI,0.25,Broad Market
NIFTY 200,LAURUSLABS,0.25,Broad Market
NIFTY 200,MFSL,0.25,Broad Market
NIFTY 200,PIDILITIND,0.25,Broad Market
NIFTY 200,POLYCAB,0.25,Broad Market
NIFTY 200,ADANIGREEN,0.24,Broad Market
NIFTY 200,COFORGE,0.24,Broad Market
NIFTY 200,LTM,0.24,Broad Market
NIFTY 200,MARICO,0.24,Broad Market
NIFTY 200,POWERINDIA,0.24,Broad Market
NIFTY 200,UNITDSPR,0.24,Broad Market
NIFTY 200,AUROPHARMA,0.23,Broad Market
NIFTY 200,NATIONALUM,0.23,Broad Market
NIFTY 200,NAUKRI,0.23,Broad Market
NIFTY 200,SWIGGY,0.23,Broad Market
NIFTY 200,ABB,0.22,Broad Market
NIFTY 200,DLF,0.22,Broad Market
NIFTY 200,MUTHOOTFIN,0.22,Broad Market
NIFTY 200,NYKAA,0.22,Broad Market
NIFTY 200,PNB,0.22,Broad Market
NIFTY 200,SOLARINDS,0.22,Broad Market
NIFTY 200,APLAPOLLO,0.21,Broad Market
NIFTY 200,GLENMARK,0.21,Broad Market
NIFTY 200,HINDPETRO,0.21,Broad Market
NIFTY 200,SRF,0.21,Broad Market
NIFTY 200,UPL,0.21,Broad Market
NIFTY 200,GMRAIRPORT,0.2,Broad Market
NIFTY 200,SHREECEM,0.2,Broad Market
NIFTY 200,SIEMENS,0.2,Broad Market
NIFTY 200,VOLTAS,0.2,Broad Market
NIFTY 200,YESBANK,0.2,Broad Market
NIFTY 200,BOSCHLTD,0.19,Broad Market
NIFTY 200,HAVELLS,0.19,Broad Market
NIFTY 200,INDIANB,0.19,Broad Market
NIFTY 200,PHOENIXLTD,0.19,Broad Market
NIFTY 200,TIINDIA,0.19,Broad Market
NIFTY 200,UNIONBANK,0.19,Broad Market
NIFTY 200,WAAREEENER,0.19,Broad Market
NIFTY 200,ALKEM,0.18,Broad Market
NIFTY 200,JSWENERGY,0.18,Broad Market
NIFTY 200,KEI,0.18,Broad Market
NIFTY 200,MPHASIS,0.18,Broad Market
NIFTY 200,NMDC,0.18,Broad Market
NIFTY 200,ENRIN,0.17,Broad Market
NIFTY 200,360ONE,0.16,Broad Market
NIFTY 200,ABCAPITAL,0.16,Broad Market
NIFTY 200,AMBUJACEM,0.16,Broad Market
NIFTY 200,COLPAL,0.16,Broad Market
NIFTY 200,GODREJPROP,0.16,Broad Market
NIFTY 200,HINDZINC,0.16,Broad Market
NIFTY 200,IDEA,0.16,Broad Market
NIFTY 200,NHPC,0.16,Broad Market
NIFTY 200,OIL,0.16,Broad Market
NIFTY 200,RADICO,0.16,Broad Market
NIFTY 200,SAIL,0.16,Broad Market
NIFTY 200,VMM,0.16,Broad Market
NIFTY 200,BIOCON,0.15,Broad Market
NIFTY 200,DABUR,0.15,Broad Market
NIFTY 200,HYUNDAI,0.15,Broad Market
NIFTY 200,MANKIND,0.15,Broad Market
NIFTY 200,MRF,0.15,Broad Market
NIFTY 200,PIIND,0.15,Broad Market
NIFTY 200,BLUESTARCO,0.14,Broad Market
NIFTY 200,COROMANDEL,0.14,Broad Market
NIFTY 200,LODHA,0.14,Broad Market
NIFTY 200,LTF,0.14,Broad Market
NIFTY 200,PAGEIND,0.14,Broad Market
NIFTY 200,PRESTIGE,0.14,Broad Market
NIFTY 200,SUPREMEIND,0.14,Broad Market
NIFTY 200,OFSS,0.13,Broad Market
NIFTY 200,ZYDUSLIFE,0.13,Broad Market
NIFTY 200,IRFC,0.12,Broad Market
NIFTY 200,M&MFIN,0.12,Broad Market
NIFTY 200,MAZDOCK,0.12,Broad Market
NIFTY 200,OBEROIRLTY,0.12,Broad Market
NIFTY 200,ASTRAL,0.11,Broad Market
NIFTY 200,ATGL,0.11,Broad Market
NIFTY 200,JUBLFOOD,0.11,Broad Market
NIFTY 200,SBICARD,0.11,Broad Market
NIFTY 200,TATACOMM,0.11,Broad Market
NIFTY 200,BANKINDIA,0.1,Broad Market
NIFTY 200,CONCOR,0.1,Broad Market
NIFTY 200,IRCTC,0.1,Broad Market
NIFTY 200,LICHSGFIN,0.1,Broad Market
NIFTY 200,RVNL,0.1,Broad Market
NIFTY 200,EXIDEIND,0.09,Broad Market
NIFTY 200,KALYANKJIL,0.09,Broad Market
NIFTY 200,LENSKART,0.09,Broad Market
NIFTY 200,PATANJALI,0.09,Broad Market
NIFTY 200,BDL,0.08,Broad Market
NIFTY 200,COCHINSHIP,0.08,Broad Market
NIFTY 200,GROWW,0.08,Broad Market
NIFTY 200,LGEINDIA,0.08,Broad Market
NIFTY 200,TATACAP,0.08,Broad Market
NIFTY 200,TATAELXSI,0.08,Broad Market
NIFTY 200,ICICIAMC,0.07,Broad Market
NIFTY 200,KPITTECH,0.07,Broad Market
NIFTY 200,MOTILALOFS,0.07,Broad Market
NIFTY 200,PREMIERENE,0.07,Broad Market
NIFTY 200,HUDCO,0.06,Broad Market
NIFTY 200,IREDA,0.06,Broad Market
NIFTY 200,TATAINVEST,0.06,Broad Market
NIFTY 200,GODFRYPHLP,0.05,Broad Market
NIFTY 50,HDFCBANK,10.84,Broad Market
NIFTY 50,RELIANCE,8.52,Broad Market
NIFTY 50,ICICIBANK,8.35,Broad Market
NIFTY 50,BHARTIARTL,5.14,Broad Market
NIFTY 50,LT,4.29,Broad Market
NIFTY 50,SBIN,4.11,Broad Market
NIFTY 50,INFY,3.65,Broad Market
NIFTY 50,AXISBANK,3.35,Broad Market
NIFTY 50,ITC,2.65,Broad Market
NIFTY 50,KOTAKBANK,2.51,Broad Market
NIFTY 50,M&M,2.49,Broad Market
NIFTY 50,TCS,2.26,Broad Market
NIFTY 50,BAJFINANCE,2.23,Broad Market
NIFTY 50,HINDUNILVR,1.84,Broad Market
NIFTY 50,NTPC,1.75,Broad Market
NIFTY 50,ETERNAL,1.68,Broad Market
NIFTY 50,SUNPHARMA,1.68,Broad Market
NIFTY 50,TITAN,1.65,Broad Market
NIFTY 50,TATASTEEL,1.61,Broad Market
NIFTY 50,MARUTI,1.53,Broad Market
NIFTY 50,SHRIRAMFIN,1.51,Broad Market
NIFTY 50,BEL,1.42,Broad Market
NIFTY 50,HINDALCO,1.4,Broad Market
NIFTY 50,POWERGRID,1.31,Broad Market
NIFTY 50,ULTRACEMCO,1.27,Broad Market
NIFTY 50,HCLTECH,1.15,Broad Market
NIFTY 50,ADANIPORTS,1.09,Broad Market
NIFTY 50,JSWSTEEL,1.09,Broad Market
NIFTY 50,ONGC,1.06,Broad Market
NIFTY 50,ASIANPAINT,1.01,Broad Market
NIFTY 50,COALINDIA,0.96,Broad Market
NIFTY 50,GRASIM,0.96,Broad Market
NIFTY 50,BAJAJ-AUTO,0.95,Broad Market
NIFTY 50,NESTLEIND,0.94,Broad Market
NIFTY 50,BAJAJFINSV,0.93,Broad Market
NIFTY 50,INDIGO,0.91,Broad Market
NIFTY 50,EICHERMOT,0.88,Broad Market
NIFTY 50,TRENT,0.86,Broad Market
NIFTY 50,TECHM,0.81,Broad Market
NIFTY 50,DRREDDY,0.74,Broad Market
NIFTY 50,JIOFIN,0.74,Broad Market
NIFTY 50,SBILIFE,0.74,Broad Market
NIFTY 50,APOLLOHOSP,0.72,Broad Market
NIFTY 50,MAXHEALTH,0.68,Broad Market
NIFTY 50,TATACONSUM,0.68,Broad Market
NIFTY 50,CIPLA,0.67,Broad Market
NIFTY 50,TMPV,0.67,Broad Market
NIFTY 50,ADANIENT,0.64,Broad Market
NIFTY 50,HDFCLIFE,0.57,Broad Market
NIFTY 50,WIPRO,0.52,Broad Market
NIFTY 500,HDFCBANK,6.04,Broad Market
NIFTY 500,RELIANCE,4.74,Broad Market
NIFTY 500,ICICIBANK,4.65,Broad Market
NIFTY 500,BHARTIARTL,2.86,Broad Market
NIFTY 500,LT,2.39,Broad Market
NIFTY 500,SBIN,2.29,Broad Market
NIFTY 500,TVSMOTOR,2.07,Broad Market
NIFTY 500,INFY,2.03,Broad Market
NIFTY 500,AXISBANK,1.86,Broad Market
NIFTY 500,ITC,1.48,Broad Market
NIFTY 500,KOTAKBANK,1.4,Broad Market
NIFTY 500,M&M,1.39,Broad Market
NIFTY 500,TCS,1.26,Broad Market
NIFTY 500,BAJFINANCE,1.24,Broad Market
NIFTY 500,HINDUNILVR,1.02,Broad Market
NIFTY 500,NTPC,0.97,Broad Market
NIFTY 500,ETERNAL,0.94,Broad Market
NIFTY 500,SUNPHARMA,0.93,Broad Market
NIFTY 500,TITAN,0.92,Broad Market
NIFTY 500,TATASTEEL,0.9,Broad Market
NIFTY 500,MARUTI,0.85,Broad Market
NIFTY 500,SHRIRAMFIN,0.84,Broad Market
NIFTY 500,BEL,0.79,Broad Market
NIFTY 500,HINDALCO,0.78,Broad Market
NIFTY 500,BSE,0.75,Broad Market
NIFTY 500,POWERGRID,0.73,Broad Market
NIFTY 500,ULTRACEMCO,0.71,Broad Market
NIFTY 500,HCLTECH,0.64,Broad Market
NIFTY 500,VEDL,0.64,Broad Market
NIFTY 500,ADANIPORTS,0.61,Broad Market
NIFTY 500,JSWSTEEL,0.61,Broad Market
NIFTY 500,ONGC,0.59,Broad Market
NIFTY 500,ASIANPAINT,0.56,Broad Market
NIFTY 500,BAJAJ-AUTO,0.53,Broad Market
NIFTY 500,COALINDIA,0.53,Broad Market
NIFTY 500,GRASIM,0.53,Broad Market
NIFTY 500,BAJAJFINSV,0.52,Broad Market
NIFTY 500,NESTLEIND,0.52,Broad Market
NIFTY 500,INDIGO,0.51,Broad Market
NIFTY 500,EICHERMOT,0.49,Broad Market
NIFTY 500,TRENT,0.48,Broad Market
NIFTY 500,ADANIPOWER,0.47,Broad Market
NIFTY 500,TECHM,0.45,Broad Market
NIFTY 500,TMCV,0.44,Broad Market
NIFTY 500,HAL,0.42,Broad Market
NIFTY 500,DIVISLAB,0.41,Broad Market
NIFTY 500,DRREDDY,0.41,Broad Market
NIFTY 500,JIOFIN,0.41,Broad Market
NIFTY 500,SBILIFE,0.41,Broad Market
NIFTY 500,APOLLOHOSP,0.4,Broad Market
NIFTY 500,TATAPOWER,0.39,Broad Market
NIFTY 500,MAXHEALTH,0.38,Broad Market
NIFTY 500,TATACONSUM,0.38,Broad Market
NIFTY 500,CIPLA,0.37,Broad Market
NIFTY 500,MCX,0.37,Broad Market
NIFTY 500,TMPV,0.37,Broad Market
NIFTY 500,CUMMINSIND,0.36,Broad Market
NIFTY 500,FEDERALBNK,0.36,Broad Market
NIFTY 500,VBL,0.36,Broad Market
NIFTY 500,ADANIENT,0.35,Broad Market
NIFTY 500,PFC,0.35,Broad Market
NIFTY 500,SUZLON,0.35,Broad Market
NIFTY 500,BRITANNIA,0.34,Broad Market
NIFTY 500,DMART,0.34,Broad Market
NIFTY 500,CHOLAFIN,0.33,Broad Market
NIFTY 500,HEROMOTOCO,0.33,Broad Market
NIFTY 500,HDFCLIFE,0.32,Broad Market
NIFTY 500,BPCL,0.31,Broad Market
NIFTY 500,AUBANK,0.29,Broad Market
NIFTY 500,CGPOWER,0.29,Broad Market
NIFTY 500,INDHOTEL,0.29,Broad Market
NIFTY 500,INDUSINDBK,0.29,Broad Market
NIFTY 500,POLICYBZR,0.29,Broad Market
NIFTY 500,WIPRO,0.29,Broad Market
NIFTY 500,GVT&D,0.28,Broad Market
NIFTY 500,HDFCAMC,0.28,Broad Market
NIFTY 500,LUPIN,0.28,Broad Market
NIFTY 500,MOTHERSON,0.28,Broad Market
NIFTY 500,INDUSTOWER,0.27,Broad Market
NIFTY 500,IOC,0.27,Broad Market
NIFTY 500,BHARATFORG,0.26,Broad Market
NIFTY 500,BHEL,0.26,Broad Market
NIFTY 500,PERSISTENT,0.26,Broad Market
NIFTY 500,ADANIENSOL,0.25,Broad Market
NIFTY 500,BANKBARODA,0.25,Broad Market
NIFTY 500,FORTIS,0.25,Broad Market
NIFTY 500,ASHOKLEY,0.24,Broad Market
NIFTY 500,DIXON,0.24,Broad Market
NIFTY 500,JINDALSTEL,0.24,Broad Market
NIFTY 500,PAYTM,0.24,Broad Market
NIFTY 500,RECLTD,0.24,Broad Market
NIFTY 500,CANBK,0.23,Broad Market
NIFTY 500,GAIL,0.23,Broad Market
NIFTY 500,IDFCFIRSTB,0.23,Broad Market
NIFTY 500,BAJAJHLDNG,0.22,Broad Market
NIFTY 500,GODREJCP,0.22,Broad Market
NIFTY 500,ICICIGI,0.22,Broad Market
NIFTY 500,MFSL,0.22,Broad Market
NIFTY 500,PIDILITIND,0.22,Broad Market
NIFTY 500,POLYCAB,0.22,Broad Market
NIFTY 500,TORNTPHARM,0.22,Broad Market
NIFTY 500,ADANIGREEN,0.21,Broad Market
NIFTY 500,LAURUSLABS,0.21,Broad Market
NIFTY 500,MARICO,0.21,Broad Market
NIFTY 500,POWERINDIA,0.21,Broad Market
NIFTY 500,AUROPHARMA,0.2,Broad Market
NIFTY 500,COFORGE,0.2,Broad Market
NIFTY 500,LTM,0.2,Broad Market
NIFTY 500,NATIONALUM,0.2,Broad Market
NIFTY 500,SWIGGY,0.2,Broad Market
NIFTY 500,UNITDSPR,0.2,Broad Market
NIFTY 500,ABB,0.19,Broad Market
NIFTY 500,DLF,0.19,Broad Market
NIFTY 500,MUTHOOTFIN,0.19,Broad Market
NIFTY 500,NAUKRI,0.19,Broad Market
NIFTY 500,NYKAA,0.19,Broad Market
NIFTY 500,PNB,0.19,Broad Market
NIFTY 500,SOLARINDS,0.19,Broad Market
NIFTY 500,SRF,0.19,Broad Market
NIFTY 500,APLAPOLLO,0.18,Broad Market
NIFTY 500,GLENMARK,0.18,Broad Market
NIFTY 500,GMRAIRPORT,0.18,Broad Market
NIFTY 500,HINDPETRO,0.18,Broad Market
NIFTY 500,UPL,0.18,Broad Market
NIFTY 500,YESBANK,0.18,Broad Market
NIFTY 500,PHOENIXLTD,0.17,Broad Market
NIFTY 500,SHREECEM,0.17,Broad Market
NIFTY 500,SIEMENS,0.17,Broad Market
NIFTY 500,TORNTPOWER,0.17,Broad Market
NIFTY 500,UNIONBANK,0.17,Broad Market
NIFTY 500,VOLTAS,0.17,Broad Market
NIFTY 500,WAAREEENER,0.17,Broad Market
NIFTY 500,ALKEM,0.16,Broad Market
NIFTY 500,BOSCHLTD,0.16,Broad Market
NIFTY 500,HAVELLS,0.16,Broad Market
NIFTY 500,INDIANB,0.16,Broad Market
NIFTY 500,JSWENERGY,0.16,Broad Market
NIFTY 500,KEI,0.16,Broad Market
NIFTY 500,NMDC,0.16,Broad Market
NIFTY 500,SUNDARMFIN,0.16,Broad Market
NIFTY 500,TIINDIA,0.16,Broad Market
NIFTY 500,MPHASIS,0.15,Broad Market
NIFTY 500,360ONE,0.14,Broad Market
NIFTY 500,ABCAPITAL,0.14,Broad Market
NIFTY 500,AMBUJACEM,0.14,Broad Market
NIFTY 500,COLPAL,0.14,Broad Market
NIFTY 500,ENRIN,0.14,Broad Market
NIFTY 500,GODREJPROP,0.14,Broad Market
NIFTY 500,IDEA,0.14,Broad Market
NIFTY 500,KARURVYSYA,0.14,Broad Market
NIFTY 500,NHPC,0.14,Broad Market
NIFTY 500,OIL,0.14,Broad Market
NIFTY 500,SAIL,0.14,Broad Market
NIFTY 500,SONACOMS,0.14,Broad Market
NIFTY 500,VMM,0.14,Broad Market
NIFTY 500,BIOCON,0.13,Broad Market
NIFTY 500,DABUR,0.13,Broad Market
NIFTY 500,DELHIVERY,0.13,Broad Market
NIFTY 500,HINDZINC,0.13,Broad Market
NIFTY 500,HYUNDAI,0.13,Broad Market
NIFTY 500,LODHA,0.13,Broad Market
NIFTY 500,MANKIND,0.13,Broad Market
NIFTY 500,MRF,0.13,Broad Market
NIFTY 500,PIIND,0.13,Broad Market
NIFTY 500,RADICO,0.13,Broad Market
NIFTY 500,BLUESTARCO,0.12,Broad Market
NIFTY 500,CDSL,0.12,Broad Market
NIFTY 500,COROMANDEL,0.12,Broad Market
NIFTY 500,JKCEMENT,0.12,Broad Market
NIFTY 500,JSL,0.12,Broad Market
NIFTY 500,LTF,0.12,Broad Market
NIFTY 500,NAVINFLUOR,0.12,Broad Market
NIFTY 500,OFSS,0.12,Broad Market
NIFTY 500,PAGEIND,0.12,Broad Market
NIFTY 500,PIRAMALFIN,0.12,Broad Market
NIFTY 500,PRESTIGE,0.12,Broad Market
NIFTY 500,SUPREMEIND,0.12,Broad Market
NIFTY 500,ZYDUSLIFE,0.12,Broad Market
NIFTY 500,IPCALAB,0.11,Broad Market
NIFTY 500,IRFC,0.11,Broad Market
NIFTY 500,LLOYDSME,0.11,Broad Market
NIFTY 500,PETRONET,0.11,Broad Market
NIFTY 500,ANGELONE,0.1,Broad Market
NIFTY 500,APARINDS,0.1,Broad Market
NIFTY 500,ASTRAL,0.1,Broad Market
NIFTY 500,CUB,0.1,Broad Market
NIFTY 500,ICICIPRULI,0.1,Broad Market
NIFTY 500,M&MFIN,0.1,Broad Market
NIFTY 500,MAZDOCK,0.1,Broad Market
NIFTY 500,OBEROIRLTY,0.1,Broad Market
NIFTY 500,PNBHOUSING,0.1,Broad Market
NIFTY 500,RBLBANK,0.1,Broad Market
NIFTY 500,SBICARD,0.1,Broad Market
NIFTY 500,UNOMINDA,0.1,Broad Market
NIFTY 500,AMBER,0.09,Broad Market
NIFTY 500,ASTERDM,0.09,Broad Market
NIFTY 500,ATGL,0.09,Broad Market
NIFTY 500,ATHERENERG,0.09,Broad Market
NIFTY 500,BALKRISIND,0.09,Broad Market
NIFTY 500,BANKINDIA,0.09,Broad Market
NIFTY 500,CAMS,0.09,Broad Market
NIFTY 500,CONCOR,0.09,Broad Market
NIFTY 500,CROMPTON,0.09,Broad Market
NIFTY 500,HINDCOPPER,0.09,Broad Market
NIFTY 500,ITCHOTELS,0.09,Broad Market
NIFTY 500,JUBLFOOD,0.09,Broad Market
NIFTY 500,LICI,0.09,Broad Market
NIFTY 500,NAM-INDIA,0.09,Broad Market
NIFTY 500,RVNL,0.09,Broad Market
NIFTY 500,SCHAEFFLER,0.09,Broad Market
NIFTY 500,TATACOMM,0.09,Broad Market
NIFTY 500,AIAENG,0.08,Broad Market
NIFTY 500,ANANDRATHI,0.08,Broad Market
NIFTY 500,BANDHANBNK,0.08,Broad Market
NIFTY 500,CHOLAHLDNG,0.08,Broad Market
NIFTY 500,DALBHARAT,0.08,Broad Market
NIFTY 500,EXIDEIND,0.08,Broad Market
NIFTY 500,IRCTC,0.08,Broad Market
NIFTY 500,JBCHEPHARM,0.08,Broad Market
NIFTY 500,KALYANKJIL,0.08,Broad Market
NIFTY 500,KIMS,0.08,Broad Market
NIFTY 500,LENSKART,0.08,Broad Market
NIFTY 500,LICHSGFIN,0.08,Broad Market
NIFTY 500,LINDEINDIA,0.08,Broad Market
NIFTY 500,MAHABANK,0.08,Broad Market
NIFTY 500,MANAPPURAM,0.08,Broad Market
NIFTY 500,PATANJALI,0.08,Broad Market
NIFTY 500,SAMMAANCAP,0.08,Broad Market
NIFTY 500,THERMAX,0.08,Broad Market
NIFTY 500,WELCORP,0.08,Broad Market
NIFTY 500,ABBOTINDIA,0.07,Broad Market
NIFTY 500,AIIL,0.07,Broad Market
NIFTY 500,APOLLOTYRE,0.07,Broad Market
NIFTY 500,BDL,0.07,Broad Market
NIFTY 500,BERGEPAINT,0.07,Broad Market
NIFTY 500,COCHINSHIP,0.07,Broad Market
NIFTY 500,FLUOROCHEM,0.07,Broad Market
NIFTY 500,GESHIP,0.07,Broad Market
NIFTY 500,GLAND,0.07,Broad Market
NIFTY 500,GROWW,0.07,Broad Market
NIFTY 500,HSCL,0.07,Broad Market
NIFTY 500,KAYNES,0.07,Broad Market
NIFTY 500,KIRLOSENG,0.07,Broad Market
NIFTY 500,KPIL,0.07,Broad Market
NIFTY 500,LGEINDIA,0.07,Broad Market
NIFTY 500,POONAWALLA,0.07,Broad Market
NIFTY 500,SAILIFE,0.07,Broad Market
NIFTY 500,TATACAP,0.07,Broad Market
NIFTY 500,TATAELXSI,0.07,Broad Market
NIFTY 500,ACUTAAS,0.06,Broad Market
NIFTY 500,AJANTPHARM,0.06,Broad Market
NIFTY 500,ARE&M,0.06,Broad Market
NIFTY 500,ATUL,0.06,Broad Market
NIFTY 500,AWL,0.06,Broad Market
NIFTY 500,BHARTIHEXA,0.06,Broad Market
NIFTY 500,BRIGADE,0.06,Broad Market
NIFTY 500,CARBORUNIV,0.06,Broad Market
NIFTY 500,CESC,0.06,Broad Market
NIFTY 500,DATAPATTNS,0.06,Broad Market
NIFTY 500,DEEPAKNTR,0.06,Broad Market
NIFTY 500,ELGIEQUIP,0.06,Broad Market
NIFTY 500,ESCORTS,0.06,Broad Market
NIFTY 500,GICRE,0.06,Broad Market
NIFTY 500,HDBFS,0.06,Broad Market
NIFTY 500,HFCL,0.06,Broad Market
NIFTY 500,ICICIAMC,0.06,Broad Market
NIFTY 500,IGL,0.06,Broad Market
NIFTY 500,IREDA,0.06,Broad Market
NIFTY 500,KFINTECH,0.06,Broad Market
NIFTY 500,KPITTECH,0.06,Broad Market
NIFTY 500,LALPATHLAB,0.06,Broad Market
NIFTY 500,MOTILALOFS,0.06,Broad Market
NIFTY 500,NEULANDLAB,0.06,Broad Market
NIFTY 500,NH,0.06,Broad Market
NIFTY 500,PREMIERENE,0.06,Broad Market
NIFTY 500,RAMCOCEM,0.06,Broad Market
NIFTY 500,REDINGTON,0.06,Broad Market
NIFTY 500,STARHEALTH,0.06,Broad Market
NIFTY 500,TATACHEM,0.06,Broad Market
NIFTY 500,TIMKEN,0.06,Broad Market
NIFTY 500,WOCKPHARMA,0.06,Broad Market
NIFTY 500,ZFCVINDIA,0.06,Broad Market
NIFTY 500,3MINDIA,0.05,Broad Market
NIFTY 500,AARTIIND,0.05,Broad Market
NIFTY 500,AEGISLOG,0.05,Broad Market
NIFTY 500,AFFLE,0.05,Broad Market
NIFTY 500,APTUS,0.05,Broad Market
NIFTY 500,ASAHIINDIA,0.05,Broad Market
NIFTY 500,BAJAJHFL,0.05,Broad Market
NIFTY 500,CRAFTSMAN,0.05,Broad Market
NIFTY 500,CRISIL,0.05,Broad Market
NIFTY 500,EMAMILTD,0.05,Broad Market
NIFTY 500,FIVESTAR,0.05,Broad Market
NIFTY 500,FORCEMOT,0.05,Broad Market
NIFTY 500,GLAXO,0.05,Broad Market
NIFTY 500,GRANULES,0.05,Broad Market
NIFTY 500,HBLENGINE,0.05,Broad Market
NIFTY 500,HOMEFIRST,0.05,Broad Market
NIFTY 500,HUDCO,0.05,Broad Market
NIFTY 500,IEX,0.05,Broad Market
NIFTY 500,IIFL,0.05,Broad Market
NIFTY 500,INOXWIND,0.05,Broad Market
NIFTY 500,JPPOWER,0.05,Broad Market
NIFTY 500,JSWINFRA,0.05,Broad Market
NIFTY 500,KAJARIACER,0.05,Broad Market
NIFTY 500,KPRMILL,0.05,Broad Market
NIFTY 500,LTTS,0.05,Broad Market
NIFTY 500,MEDANTA,0.05,Broad Market
